creation_date,update_date,city,zip_code,country,geometry_type,geometry_coords,description,headline,title,keyfacts,price_value,brand,id,numberOfRooms,numberOfBedrooms,livingSpace,numberOfFloors,fact_numberOfRooms,fact_numberOfBedrooms,fact_livingSpace,fact_numberOfFloors,plotSpace,fact_plotSpace,availability,fact_availability,lon,lat,price_m2
,2025-12-04 01:17:07.836000+00:00,Annecy,74000,FRA,MultiPolygon,"[[[[6.12736, 45.9012], [6.12789, 45.90041], [6.13134, 45.90036], [6.13134, 45.90005], [6.13185, 45.89995], [6.1478, 45.89967], [6.14839, 45.89836], [6.14547, 45.89789], [6.1382, 45.89855], [6.12906, 45.89825], [6.12928, 45.89794], [6.13068, 45.8977], [6.13184, 45.89672], [6.12942, 45.89514], [6.12993, 45.89409], [6.12871, 45.8941], [6.12777, 45.89469], [6.12752, 45.89609], [6.12673, 45.89661], [6.12524, 45.89726], [6.12381, 45.89744], [6.12347, 45.89789], [6.12262, 45.89728], [6.12172, 45.89958], [6.12736, 45.9012]]]]","Appartement de 31 m2 à louer sur Annecy

 Appartement T2 meublé 31 m²

Il est situé rue royale en plein centre ville d'Annecy
Loyer 900 HC

 Chercher un logement, c'est l'enfer, alors on a créé 123 Loger pour vous simplifier la vie.

 Combien ça coûte ?

 Vous réglez le pass de 29 euros (24 euros pour les étudiants). Le pass est mensuel, votre profil reste actif tant que vous restez

 abonné-e. Sans engagement, vous pouvez vous désabonner très facilement.

 Nous offrons une garantie satisfait-e ou remboursé-e pendant 3 mois.

 Comment ça marche ?

 Sur 123 Loger, ce sont les propriétaires qui contactent les locataires et ça change tout.

 1- Vous définissez vos critères : villes, surface, budget, etc

 2- Vous décrivez votre profil locataire : CDI, étudiant, indépendant, revenus, garant, etc… Une fois pour toute !

 3- Les propriétaires consultent votre profil et vous contactent directement.

 À bientôt sur 123 Loger.",Beau T2 31m² bail courte durée,Appartement à louer - logement étudiant,"['2 pièces', '31 m²', '4ème étage']",900.0,seloger,25K8PNN47H3N,2.0,,31.0,4.0,2 pièces,,31 m²,4ème étage,,,,,6.13241684644669,45.89854144772835,29.0
,2025-11-12 01:16:54.364000+00:00,Annecy,74000,FRA,MultiPolygon,"[[[[6.13962, 45.90847], [6.13751, 45.90769], [6.13567, 45.90769], [6.13243, 45.90523], [6.13069, 45.90609], [6.13116, 45.90667], [6.13121, 45.9098], [6.13147, 45.91119], [6.13191, 45.91176], [6.13672, 45.91098], [6.13683, 45.91136], [6.13962, 45.90847]]]]","A LOUER, 4P+C de 106 m² à ANNECY en 5ème étage dans un immeuble de bon standing situé dans un quartier calme et résidentiel, secteur Parmelan et Galerie Lafayette. Il bénéficie d'une vue dégagée et d'une terrasse de 12 m².  Une cave, une place de parking privative et un garage sont rattachés à ce logement.  L'immeuble dispose d'un gardien, d'un ascenseur et d'espaces verts. 

Cet appartement est composé d'un hall avec débarras, d'une cuisine agencée et équipée, d'un séjour avec terrasse, d'un couloir avec placard, de 3 chambres dont une avec placard, de salle de bains, d'une salle de douche et d'un WC séparé.

Chauffage individuel électrique (infracables au sol)  + convecteurs - EC cumulus.

Emplacement idéal proche de tous commerces, des réseaux de transport et du centre ville.",T4 idéalement situé à ANNECY,Appartement à louer,"['4 pièces', '3 chambres', '106 m²', '5ème étage']",2300.0,seloger,25WH9CFFK21N,4.0,3.0,106.0,5.0,4 pièces,3 chambres,106 m²,5ème étage,,,,,6.134339877002897,45.90887180227352,22.0
,2025-12-09 04:20:11.760000+00:00,Annecy,74000,FRA,MultiPolygon,"[[[[6.12325, 45.90301], [6.12332, 45.90282], [6.12146, 45.90158], [6.11659, 45.90075], [6.11626, 45.90114], [6.1144, 45.90098], [6.11346, 45.90148], [6.11401, 45.90185], [6.11841, 45.90276], [6.11726, 45.90375], [6.11567, 45.90432], [6.11479, 45.90514], [6.11369, 45.90425], [6.11288, 45.90467], [6.11107, 45.9031], [6.11084, 45.90349], [6.11406, 45.90641], [6.11444, 45.90615], [6.11572, 45.90614], [6.12111, 45.90521], [6.12205, 45.90314], [6.12325, 45.90301]]]]","RESIDENCE VERTUOSE L'Escapade –  APPARTEMENT NEUF
DISPONIBLE IMMEDIATEMENT

Dans le nouveau Quartier des Hirondelles, découvrez un T3 d'exception : un appartement contemporain et baigné de lumière, perché au 5 € étage avec un grand balcon Sud-Est et une vue spectaculaire sur les montagnes… Un panorama unique pour savourer chaque lever et coucher de soleil.

L'appartement, récemment livré, comprend une belle entrée avec placard et cellier,  un séjour spacieux et lumineux de 26 m² ouvert sur la cuisine équipée (four, plaque, hotte) et sur l'exterieur, une salle d'eau, un WC séparé, deux chambres, ainsi qu'un grand  balcon de 16 m² orienté Sud-Est et offrant une vue imprenable sur le Veyrier, le Parmelan,  La Dent de Lanfon et même la Tournette.

Une cave, en sous-sol, complètent ce bien.
Possibilité de louer un garage fermé en sous-sol au loyer de 130 €.

Caractéristiques de la résidence :

•Sécurisée
•Double vitrage
•Volets électriques et brise-soleil
•Chauffage et eau chaude collectifs au bois
•Certifiée NF Habitat - Haute Qualité Environnementale
•  Local vélo

À quelques minutes à pied du cœur historique d'Annecy, le quartier des Hirondelles offre un accès direct à la gare routière/SNCF, à l'entrée de l'autoroute d'Annecy centre pour rejoindre Genève en 35 min,  et aux infrastructures scolaires (maternelle au lycée) accessibles en 10 minutes à pied. La résidence est aussi proche des commerces et services essentiels, notamment le centre commercial Courier, situé à 5 minutes à pied.

Loyer : 998.07€
Provision sur charges : 200,00 €
Dépôt de garantie : 998,07 €
Honoraires : 828.75 €

Conditions de location :
Revenus équivalents à 3 mois de loyers charges comprises.
Plafonds de ressources à respecter (loi Pinel).
Pas de garants demandés sauf pour les étudiants.

Les candidatures et demandes de contact doivent être déposées exclusivement via notre plateforme FLATBAY.
Les visites seront organisées uniquement après réception d'un dossier complet et étude de votre candidature.

Pas de colocation

Référence interne : VERTUOSE - L'Escapade",RESIDENCE VERTUOSE L’Escapade – ANNECY CENTRE,Appartement à louer,"['3 pièces', '2 chambres', '63 m²', 'Étage 5/5']",1198.0,seloger,257I3R3QKZMH,3.0,2.0,63.0,55.0,3 pièces,2 chambres,63 m²,Étage 5/5,,,,,6.117833317317363,45.90354563692385,19.0
,2025-12-04 22:10:16.311000+00:00,Annecy,74000,FRA,MultiPolygon,"[[[[6.12852, 45.90041], [6.12789, 45.90041], [6.12525, 45.90451], [6.12625, 45.90572], [6.13055, 45.90612], [6.13536, 45.90411], [6.1359, 45.90315], [6.14745, 45.90045], [6.1478, 45.89967], [6.13185, 45.89995], [6.13134, 45.90005], [6.13134, 45.90036], [6.12852, 45.90041]]]]","Type T4 Meublé à louer sur ANNECY, disponible le : 01/02/2026.
Au 6ème étage de la copropriété 'LA RESIDENCE', l'un des plus beaux immeubles d'ANNECY, avec une vue époustouflante sur le lac,
le Pâquier et les montagnes, appartement meublé, très lumineux, de 104 M² environ, composé d'un vaste séjour de 45 m² avec cuisine
ouverte et équipée, très conviviale, électroménager de grandes marques, d'une chambre parentale avec placards tout hauteur
et salle d'eau attenante avec meuble-vasque et douche, d'une 2ème chambre avec placards et d'une 3ème chambre ou bureau,
d'une salle de bain équipée d'un meuble double-vasque, d'une baignoire et d'un radiateur sèche-serviettes, d'un WC indépendant avec
lave-mains, d'une lingerie avec lave-linge, sèche-linge et cumulus, double-vitrage, volets roulants électriques, chauffage collectif.
Toutes les pièces donnent sur un balcon. L'appartement est exposé Est/Sud/Ouest.
Une cave au sous-sol et un garage à proximité complètent cette offre.
BIEN RARE A LA LOCATION - EMPLACEMENT EXCEPTIONNEL AU CENTRE D'ANNECY",T4,Appartement à louer,"['4 pièces', '3 chambres', '104 m²', '6ème étage']",2700.0,seloger,25F888TDV8MH,4.0,3.0,104.0,6.0,4 pièces,3 chambres,104 m²,6ème étage,,,,,6.133993863868649,45.90229186208983,26.0
,2025-12-09 01:17:02.065000+00:00,Annecy,74000,FRA,MultiPolygon,"[[[[6.14062, 45.88354], [6.12479, 45.87321], [6.12157, 45.85822], [6.11724, 45.85732], [6.11186, 45.85055], [6.10264, 45.84994], [6.10108, 45.85202], [6.1086, 45.86499], [6.10433, 45.8661], [6.10333, 45.86952], [6.11379, 45.8823], [6.11445, 45.88732], [6.11866, 45.88932], [6.11363, 45.89475], [6.1173, 45.89285], [6.11782, 45.89567], [6.11093, 45.90211], [6.11692, 45.90946], [6.11282, 45.91472], [6.10606, 45.91739], [6.10988, 45.92065], [6.11382, 45.91818], [6.11929, 45.92025], [6.12383, 45.92465], [6.12417, 45.93033], [6.12577, 45.92579], [6.12918, 45.92581], [6.13927, 45.91502], [6.13788, 45.91256], [6.14458, 45.9062], [6.15593, 45.88278], [6.14062, 45.88354]]]]","Annecy- Quai des Cordeliers- Studio meublé de 18m². Cet appartement, situé au 1er étage (avec ascenseur) d'une copropriété de taille moyenne, comprend: entrée, séjour, cuisine américaine toute équipée, espace couchage avec lit 2 places, salle d'eau avec WC et un grenier.  Proche vieille ville, gare d'Annecy et toutes commodités. Chauffage et eau chaude collectifs compris dans les charges. Loyer : 696,50 € charges comprises Provisions pour charges: 60 €. Dépôt de garantie : 1273 € Honoraires agence : 162 € Location en meublé, bail d'un an renouvelable par tacite reconduction.
 Disponible au 19/12/2025",Studio meublé 18 m² - Annecy vieille ville,Appartement à louer,"['1 pièce', '18 m²', 'Étage 1/4']",696.0,seloger,25P683AFSHUQ,1.0,,18.0,14.0,1 pièce,,18 m²,Étage 1/4,,,,,6.125850607783897,45.89080300463276,39.0
,2025-12-03 21:10:09.971000+00:00,Annecy,74000,FRA,MultiPolygon,"[[[[6.12736, 45.9012], [6.12168, 45.89967], [6.12109, 45.90136], [6.12337, 45.90293], [6.12205, 45.90314], [6.12116, 45.90517], [6.12595, 45.90556], [6.12611, 45.90534], [6.12526, 45.90444], [6.12736, 45.9012]]]]","A LOUER A ANNECY - en plein centre ville - agréable T1 bis rénové de 37,08 m² - Hall d'entrée avec placard, 1 pièce principale, 1 cuisine aménagée rénovée et 1 salle de bains avec toilette séparé - Provisions/charges 190 euros (comprenant chauffage et eau chaude, soumises à régularisation annuelle) - Dépôt de garantie 750 euros - Honoraires TTC charge locataire 482.04 euros (dont 111.24 euros état des lieux) - Disponible immédiatement - Visite sur RDV",À propos de ce bien,Appartement à louer,"['1 pièce', '37,1 m²', '4ème étage']",940.0,seloger,25168FQ685JX,1.0,,37.1,4.0,1 pièce,,"37,1 m²",4ème étage,,,,,6.1239195080444215,45.902670265258166,25.0
,2025-12-08 14:21:10.611000+00:00,Annecy,74000,FRA,MultiPolygon,"[[[[6.12962, 45.91486], [6.13165, 45.912], [6.12715, 45.91189], [6.12585, 45.91207], [6.1256, 45.91948], [6.12693, 45.91878], [6.12962, 45.91486]]]]","iad France - Benoît Gerault vous propose: Soyez rapides pour pouvoir profiter de ce superbe T3, entièrement équipé, dans une résidence récente de 2024.

Appartement de 70m² habitable situé au 1er et dernier étage à Annecy.

Cet appartement lumineux avec de beaux volumes est composé d'une entrée, d'une grande pièce de vie avec un coin salon, un coin salle à manger et sa cuisine semi-ouverte donnant sur un cellier.

Coté coin nuit, vous bénéficierez de 2 chambres avec rangements, d'une salle de bain et d'un WC séparé. Le bien possède en annexe, une cave et un garage double en enfilade accessible par un autre bâtiment de la copropriété. La copropriété possède un grand local à vélo et un local pour une crèche.

Petit parc à côté de la copropriété, proche de tous les commerces, vous êtes idéalement situé dans Annecy à 2 km de la gare et du lac.


Contactez-moi pour plus d'informations et pour consulter la visite virtuelle de ce nouvel appartement à la location sur Annecy. 
Appartement disponible à partir du 2 Janvier 2026

Dossier locataire complet obligatoire.
Dépôt de garantie : 2 mois de loyer hors charges
En sus des honoraires de location, une prestation d'état des lieux d'entrée sera réalisée et facturée au locataire à hauteur de 3 eurosTTC/m².


Information d'affichage énergétique sur ce bien : classe ENERGIE D indice 230 et classe CLIMAT B indice 7. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : 
La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de M Benoît Gerault mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de ANNECY sous le numéro 822532651, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS. Location meublée. Montant du loyer mensuel charges comprises : 1512.00 euros / mois. Provision mensuelle avec récupération annuelle : 50.00 euros / mois. Zone soumise à encadrement : non. Dépôt de garantie : 2924 euros. Honoraires TTC à la charge du locataire: 629 euros (soit 8 euros/m²).",Location Appartement 3 pièces,Appartement à louer,"['3 pièces', '2 chambres', '70 m²', 'Étage 1/1']",1512.0,seloger,25GN3FAWIRXN,3.0,2.0,70.0,11.0,3 pièces,2 chambres,70 m²,Étage 1/1,,,,,6.127742543607487,45.91472297268315,22.0
,2025-07-11 19:50:06.772000+00:00,Annecy,74000,FRA,MultiPolygon,"[[[[6.12736, 45.9012], [6.12168, 45.89967], [6.12109, 45.90136], [6.12337, 45.90293], [6.12205, 45.90314], [6.12116, 45.90517], [6.12595, 45.90556], [6.12611, 45.90534], [6.12526, 45.90444], [6.12736, 45.9012]]]]","Découvrez ce charmant appartement situé dans le quartier prisé de Bonlieu, à Annecy. Avec ses 25 m², cet espace moderne se compose d'une pièce à vivre lumineuse et d'une salle de bain fonctionnelle, parfaite pour un jeune professionnel ou un couple à la recherche d'un nid douillet. La cuisine équipée vous permettra de préparer de délicieux repas, tandis que l'absence de balcon offre un espace facile à entretenir.

Situé à seulement 50 mètres de la station de bus Vaugelas et à environ 330 mètres des gares SNCF, cet appartement bénéficie d'une excellente desserte en transports en commun. Vous trouverez également un supermarché à 180 mètres pour toutes vos courses quotidiennes, ainsi que plusieurs restaurants à proximité pour vos sorties.

Ne manquez pas cette opportunité de vivre dans un cadre agréable et convivial, à proximité de tout ce dont vous avez besoin. Contactez-nous dès maintenant pour organiser une visite et laissez-vous séduire par ce lieu de vie idéal à Annecy !",À propos de ce bien,Appartement à louer - logement étudiant,"['1 pièce', '25 m²']",492.0,seloger,25I3WDCUPKAD,1.0,,25.0,,1 pièce,,25 m²,,,,,,6.1239195080444215,45.902670265258166,20.0
,2025-12-06 04:00:08.058000+00:00,Annecy,74000,FRA,Point,"[6.132057, 45.894387]","Dans un environnement exceptionnel entre lac et montagnes, proche du centre ville et de toutes les commodités, dans une résidence neuve de standing, nous vous proposons un appartement de type 3 de 69.37 m² avec vue sur le lac comprenant une entrée avec placard, une cuisine haut de gamme aménagée et équipée ouverte sur un séjour donnant sur une loggia de 11.18 m², deux chambres dont une avec placard de rangement, une salle d'eau et WC séparés. Pour votre confort, des meubles sont laissés à disposition. En annexe : une cave et un garage en sous-sol précablé prise électrique pour voiture. Eau chaude et chauffage collectif. L'appartement est équipé d'une alarme.",Appartement,Appartement à louer,"['3 pièces', '69,3 m²', 'Étage 1/6']",1783.0,seloger,25UCYSDGT5CH,3.0,,69.3,16.0,3 pièces,,"69,3 m²",Étage 1/6,,,,,6.132057,45.894387,26.0
,2025-11-24 21:46:16.185000+00:00,Annecy,74000,FRA,Point,"[6.131571, 45.922441]","Type T1 à louer sur ANNECY, disponible.
Appartement en parfait état, situé au 8ème étage avec ascenseur, d'une surface de 26 M² environ, avec belle vue dégagée,
grand balcon, entrée avec placard, pièce principale et cuisine ouverte et aménagée (éléments, hotte, 2 plaques de cuisson,
réfrigérateur et branchement lave-linge), salle de bain équipée d'une douche et d'un meuble-vasque, WC séparé, double-vitrage,
chauffage collectif avec répartiteurs, eau chaude collective, une cave au sous-sol et accès au parking de copropriété.",T1,Appartement à louer,"['1 pièce', '26,9 m²', '8ème étage']",715.0,seloger,25JDKFSYVBUG,1.0,,26.9,8.0,1 pièce,,"26,9 m²",8ème étage,,,,,6.131571,45.922441,27.0
,2025-12-08 21:41:09.854000+00:00,Annecy,74000,FRA,MultiPolygon,"[[[[6.12736, 45.9012], [6.12789, 45.90041], [6.13134, 45.90036], [6.13134, 45.90005], [6.13185, 45.89995], [6.1478, 45.89967], [6.14839, 45.89836], [6.14547, 45.89789], [6.1382, 45.89855], [6.12906, 45.89825], [6.12928, 45.89794], [6.13068, 45.8977], [6.13184, 45.89672], [6.12942, 45.89514], [6.12993, 45.89409], [6.12871, 45.8941], [6.12777, 45.89469], [6.12752, 45.89609], [6.12673, 45.89661], [6.12524, 45.89726], [6.12381, 45.89744], [6.12347, 45.89789], [6.12262, 45.89728], [6.12172, 45.89958], [6.12736, 45.9012]]]]","Type T4 à louer sur ANNECY CENTRE, disponible.
Dans copropriété de très bon standing et de style haussmannien, appartement T4 de 128m² entièrement rénové avec des matériaux de
qualité, très contemporain, lumineux, composé d'une entrée avec dressing, d'un grand séjour, d'une cuisine entièrement aménagée
(nombreux éléments de rangements, hotte, plaque de cuisson, four, four micro-ondes, lave-vaisselle et réfrigérateur-congélateur) et
loggia sur cour intérieure, de 3 chambres dont 1 suite parentale avec sa salle d'eau (douche et meuble-vasque), WC indépendant avec
lave-mains, d'une salle de bain principale avec meuble-vasque, douche et branchement lave-linge, VMC, chauffage et eau chaude
collectifs, double-vitrage, une cave B3 au sous-sol.",T4,Appartement à louer,"['4 pièces', '3 chambres', '128,3 m²', '3ème étage']",2850.0,seloger,25A77JCTNVPN,4.0,3.0,128.3,3.0,4 pièces,3 chambres,"128,3 m²",3ème étage,,,,,6.13241684644669,45.89854144772835,22.0
,2025-12-09 10:10:16.642000+00:00,Annecy,74000,FRA,MultiPolygon,"[[[[6.12325, 45.90301], [6.12332, 45.90282], [6.12146, 45.90158], [6.11659, 45.90075], [6.11626, 45.90114], [6.1144, 45.90098], [6.11346, 45.90148], [6.11401, 45.90185], [6.11841, 45.90276], [6.11726, 45.90375], [6.11567, 45.90432], [6.11479, 45.90514], [6.11369, 45.90425], [6.11288, 45.90467], [6.11107, 45.9031], [6.11084, 45.90349], [6.11406, 45.90641], [6.11444, 45.90615], [6.11572, 45.90614], [6.12111, 45.90521], [6.12205, 45.90314], [6.12325, 45.90301]]]]","Annecy, à louer studio meublé libre le 01/01/26. La superficie de cette location est de 30m2. Loyer demandé de particulier à particulier : 1.100  euros.

Avantages du logement :
- Stationnement
- Cuisine équipée
- Balcon
- Transport
- Ascenseur
- Proche commerce

Ce propriétaire utilise LocService pour sélectionner ses futurs locataires. Pour proposer directement votre candidature pour ce logement ET toutes les locations conformes à votre recherche, il suffit de vous inscrire sur LocService. Les propriétaires vous contactent directement et les locations sont certifiées sans frais d'agence.

Comment ça marche ?
1/ Vous décrivez votre location idéale sur LocService
2/ Votre candidature est transmise aux propriétaires concernés
3/ Les propriétaires vous contactent directement.

Vous réglez une seule fois 34 euros (29 euros pour les étudiants) pour toute la durée de votre recherche. Sans abonnement - Sans prélèvement - Sans commission.

Depuis sa création en 2005, LocService a accompagné plus de 2,8 millions de particuliers. Pourquoi pas vous ?",Studio de 30m2 à louer sur Annecy,Appartement à louer,"['1 pièce', '30 m²']",1100.0,seloger,2565RQ3WWBAP,1.0,,30.0,,1 pièce,,30 m²,,,,,,6.117833317317363,45.90354563692385,37.0
,2025-12-05 14:06:09.468000+00:00,Annecy,74000,FRA,MultiPolygon,"[[[[6.12736, 45.9012], [6.12168, 45.89967], [6.12109, 45.90136], [6.12337, 45.90293], [6.12205, 45.90314], [6.12116, 45.90517], [6.12595, 45.90556], [6.12611, 45.90534], [6.12526, 45.90444], [6.12736, 45.9012]]]]","Élégant T2 meublé rénové avec vue imprenable sur le centre culturel BonlieuNiché au 6ème étage en plein cœur d'Annecy, cet appartement T2 meublé vous accueille dans un cadre entièrement rénové. Sa position privilégiée face au centre culturel Bonlieu vous offre un panorama urbain de caractère et un accès immédiat à toutes les commodités du centre-ville.L'intérieur révèle un agencement moderne et fonctionnel où la cuisine équipée s'ouvre harmonieusement sur un salon baigné de lumière. Cet espace de vie convivial se complète d'une chambre indépendante et d'une salle de bains aux finitions soignées. Le confort est assuré toute l'année grâce au chauffage collectif et à la production d'eau chaude collective.N'hésitez pas à déposer votre dossier sur notre site internet Foncia au plus vite.

Assurance Multirisques Privilège *: 13.16 euros / mois
*Services facultatifs, voir conditions en agences
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques :  georisques. gouv. fr",APPARTEMENT_MEUBLE,Appartement à louer,"['2 pièces', '1 chambre', '44,2 m²', '6ème étage']",1113.0,seloger,25UAC5P65Q5J,2.0,1.0,44.2,6.0,2 pièces,1 chambre,"44,2 m²",6ème étage,,,,,6.1239195080444215,45.902670265258166,25.0
,2025-12-09 02:55:05.713000+00:00,Annecy,74000,FRA,MultiPolygon,"[[[[6.12116, 45.90517], [6.11572, 45.90614], [6.11444, 45.90615], [6.11406, 45.90641], [6.11691, 45.90945], [6.11722, 45.90928], [6.11971, 45.911], [6.12155, 45.91161], [6.12195, 45.90881], [6.12286, 45.9075], [6.12143, 45.90737], [6.12116, 45.90517]]]]","Magnifique T4 Meublé avec Jardin Arboré aux Portes du Centre d'AnnecyDécouvrez ce superbe appartement traversant situé à deux pas du centre-ville d'Annecy. Ce T4 meublé vous séduira par ses belles prestations et son environnement calme, idéal pour allier confort urbain et tranquillité.L'espace de vie s'articule autour d'un hall d'entrée accueillant, un séjour avec cuisine ouverte prolongé par une grande loggia. Le coin nuit comprend trois chambres confortables, une salle de bains complète et une salle d'eau pratique. Un WC indépendant complète ce bien d'exception.Profitez également d'un grand jardin arboré pour vos moments de détente en plein air. Le stationnement est un véritable atout avec un garage, deux places de parking, un local extérieur pour stocker les vélos et une cave en sous-sol de la maison.N'hésitez pas à déposer votre dossier sur notre site internet Foncia au plus vite.
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques :  georisques. gouv. fr",APPARTEMENT_MEUBLE,Appartement à louer,"['4 pièces', '3 chambres', '100 m²', 'RDC']",1808.0,seloger,2588WI6R6Q62,4.0,3.0,100.0,,4 pièces,3 chambres,100 m²,RDC,,,,,6.118975191444571,45.90800133044063,18.0
,2025-11-24 16:01:19.706000+00:00,Annecy,74000,FRA,Point,"[6.120156999999999, 45.900731999999934]","Type T5 à louer sur ANNECY, disponible.
Dans immeuble bourgeois proche de la gare, des écoles et des commerces, agréable et atypique appartement familial de 123 m² environ
+ sous-pentes de 33 m², situé au 4ème étage (avec ascenseur jusqu'au 3ème étage), composé d'un grand hall d'entrée, d'un vaste
séjour/salle à manger avec cuisine aménagée, de 65 m², de 4 chambres dont une suite parentale avec salle d'eau (meuble-vasque,
douche et WC), d'une salle de bain équipée d'une douche, d'une baignoire, d'un meuble-vasque et d'un radiateur sèche-serviettes,
d'un WC indépendant et d'un cellier, double-vitrage, chauffage individuel électrique.
Une cave de 12 m² environ complète l'offre de location et possibilité de louer un garage au 3 avenue de Chevesne (150 euros/Mois).",T5,Appartement à louer,"['5 pièces', '4 chambres', '156,9 m²', 'Étage 4/4']",2350.0,seloger,25X6MPJZI1RX,5.0,4.0,156.9,44.0,5 pièces,4 chambres,"156,9 m²",Étage 4/4,,,,,6.120156999999999,45.900731999999934,15.0
,2025-12-05 21:46:19.474000+00:00,Annecy,74000,FRA,Point,"[6.115069, 45.899179]","Studio Meublé à louer sur ANNECY, disponible.
Appartement meublé, situé à proximité de la gare, au 2ème étage, d'une surface de 14.24 M² environ, composé d'une
pièce principale avec coin cuisine équipé, d'une salle de bain avec WC, chauffage individuel électrique récent et performant, VMC
dans cuisine et salle de bain. 
Appartement lumineux disposant de deux grandes fenêtres double-vitrage donnant sur une place arborée.",STUDIO,Appartement à louer,"['1 pièce', '14,2 m²', 'Étage 2/2']",440.0,seloger,25XQRQZHMEZC,1.0,,14.2,22.0,1 pièce,,"14,2 m²",Étage 2/2,,,,,6.115069,45.899179,31.0
,2025-12-08 17:25:22.199000+00:00,Annecy,74000,FRA,MultiPolygon,"[[[[6.14062, 45.88354], [6.12479, 45.87321], [6.12157, 45.85822], [6.11724, 45.85732], [6.11186, 45.85055], [6.10264, 45.84994], [6.10108, 45.85202], [6.1086, 45.86499], [6.10433, 45.8661], [6.10333, 45.86952], [6.11379, 45.8823], [6.11445, 45.88732], [6.11866, 45.88932], [6.11363, 45.89475], [6.1173, 45.89285], [6.11782, 45.89567], [6.11093, 45.90211], [6.11692, 45.90946], [6.11282, 45.91472], [6.10606, 45.91739], [6.10988, 45.92065], [6.11382, 45.91818], [6.11929, 45.92025], [6.12383, 45.92465], [6.12417, 45.93033], [6.12577, 45.92579], [6.12918, 45.92581], [6.13927, 45.91502], [6.13788, 45.91256], [6.14458, 45.9062], [6.15593, 45.88278], [6.14062, 45.88354]]]]","Parking + cave inclus
Bon, je fais simple. L'appart fait env 33m², propre, refait ya pas longtemps, ds un immeuble calme du Pré Carré. C'est un vrai T2 séparé.
Quand on rentre, y'a direct la piece de vie avec cuisine ouverte. Tout équipé comme il faut : plaques, four, micro onde, frigo, rangements. Lave-vaisselle aussi (marche nickel). Le coin salon a un meuble TV avec écran, rideaux opaques, sol propre imitation bois.
La chambre est à part, murs rose pale, lit double avec sommier et matelas (mais draps NON fournis). Petite TV fixée au mur, table de chevet, lampe. Grande armoire avec étagères et penderie.
Salle de bain claire, machine a laver, baignoire avec rideau, meuble miroir pour ranger les affaires. WC séparé.
L'appart a aussi un parking privé et une cave. Chauffage et eau selon conso normale, rien d'exceptionnel.
Convient pr 1 ou 2 personnes. Disponible de suite.
Loyer : 598€/mois charges comprises.

Les logements présentés sont proposés par des propriétaires particuliers.
La mise en relation avec les propriétaires est gérée via la plateforme AlloAppart, un service indépendant dédié à la mise en contact directe entre locataires et bailleurs.
L'accès au dépôt de dossier locataire nécessite un abonnement mensuel.
AlloAppart n'est pas une agence immobilière : aucun frais d'agence ni commission ne sont dus au moment de la location.",T2 – 33m² – Annecy (rue du Pré Carré) – 598€/mois CC,Appartement à louer,"['2 pièces', '1 chambre', '33 m²', '2ème étage']",598.0,seloger,25WGRXT22K3K,2.0,1.0,33.0,2.0,2 pièces,1 chambre,33 m²,2ème étage,,,,,6.125850607783897,45.89080300463276,18.0
2025-11-09 13:53:45.839196100+00:00,2025-11-19 21:52:14.570105200+00:00,Annecy,74000,FR,MultiPolygon,"[[[[6.12325, 45.90301], [6.12332, 45.90282], [6.12146, 45.90158], [6.11659, 45.90075], [6.11626, 45.90114], [6.1144, 45.90098], [6.11346, 45.90148], [6.11401, 45.90185], [6.11841, 45.90276], [6.11726, 45.90375], [6.11567, 45.90432], [6.11479, 45.90514], [6.11369, 45.90425], [6.11288, 45.90467], [6.11107, 45.9031], [6.11084, 45.90349], [6.11406, 45.90641], [6.11444, 45.90615], [6.11572, 45.90614], [6.12111, 45.90521], [6.12205, 45.90314], [6.12325, 45.90301]]]]","Appartement T4 meublé , location bail 12 mois renouvelable. Appartement neuf, jamais habité.
Possibilité d'enlever certains meubles.
Résidence neuve, de standing, idéalement placé. Ecole, collège, lycée à proximité immédiate. Arrêt bus au pied de l' immeuble.
Gare, centre courrier à 5 Mn à pied. Accès péage Annecy sud aisé.
Séjour cuisine 28 M2, balcon orienté sud 12 M2, cuisine équipée : plaque induction, four, four micro ondes , frigo congélateur, lave vaisselle ... 3 chambres avec rangements, 1 SDB avec lave linge . 1 cave.1 garage en sous sol inclus. 2 -ème garage possible. Grand garage à vélos.
Loyer 2250 Euros , provisions sur charges avec régularisation annuelle 150 Euros par mois : Chauffage et eau chaude collective.",T4 Meublé,Appartement à louer,"['4 pièces', '3 chambres', '81 m²', 'Étage 3/5']",2240.0,seloger,25QQ8DD5WFC6,4.0,3.0,81.0,35.0,4 pièces,3 chambres,81 m²,Étage 3/5,,,,,6.117833317317363,45.90354563692385,28.0
